"Usedphone_financial","Education","Locality","Geographic_Area","Sex","15-19","20-24","25-29","30-34","35-39","40-44","45-49","50-54","55-59","60-64","65-69"
"Other financial transaction only","Secondary","Urban","Bono East","Male",1,7,5,4,6,7,11,11,9,8,3
"Other financial transaction only","Secondary","Urban","Bono East","Female",1,3,4,1,3,1,12,3,3,2,5
"Other financial transaction only","Secondary","Urban","Oti","Male",0,1,1,2,0,0,1,0,3,1,0
"Other financial transaction only","Secondary","Urban","Oti","Female",1,2,0,0,1,1,1,0,0,0,0
"Other financial transaction only","Secondary","Urban","Northern","Male",1,9,14,10,7,6,7,11,7,6,5
"Other financial transaction only","Secondary","Urban","Northern","Female",3,6,7,3,8,3,3,1,4,3,3
"Other financial transaction only","Secondary","Urban","Savannah","Male",0,2,2,1,1,1,0,1,0,0,1
"Other financial transaction only","Secondary","Urban","Savannah","Female",0,1,3,0,0,1,0,0,1,0,0
"Other financial transaction only","Secondary","Urban","North East","Male",1,2,1,1,0,2,2,2,2,5,4
"Other financial transaction only","Secondary","Urban","North East","Female",0,0,0,0,0,0,0,1,0,0,0
"Other financial transaction only","Secondary","Urban","Upper East","Male",0,1,1,0,4,7,4,6,3,4,1
"Other financial transaction only","Secondary","Urban","Upper East","Female",1,0,2,0,2,1,2,0,3,1,2
"Other financial transaction only","Secondary","Urban","Upper West","Male",0,1,1,1,1,0,1,6,1,2,0
"Other financial transaction only","Secondary","Urban","Upper West","Female",1,2,0,0,1,0,3,0,0,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Ghana","Male",91,341,572,733,566,308,177,117,70,61,40
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Ghana","Female",73,177,296,311,154,79,30,16,13,15,11
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Western","Male",13,37,75,69,41,29,21,11,8,6,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Western","Female",10,23,38,21,7,2,1,2,2,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Central","Male",6,17,34,46,44,11,13,8,1,5,4
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Central","Female",9,8,18,29,9,8,4,1,1,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Greater Accra","Male",8,24,15,32,29,15,18,4,5,3,3
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Greater Accra","Female",2,13,12,25,16,9,3,3,1,3,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Volta","Male",0,12,32,41,43,26,18,4,3,12,4
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Volta","Female",4,2,17,19,10,5,2,1,0,2,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Eastern","Male",7,20,49,63,47,39,19,14,8,12,7
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Eastern","Female",7,17,25,36,20,11,3,3,5,2,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Ashanti","Male",15,63,100,148,111,55,31,32,13,7,12
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Ashanti","Female",6,37,69,75,39,25,9,4,1,5,4
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Western North","Male",12,33,40,52,30,27,5,2,3,4,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Western North","Female",12,23,20,16,2,2,1,1,0,1,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Ahafo","Male",5,9,16,17,17,5,2,6,4,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Ahafo","Female",3,3,9,8,2,1,1,0,0,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Bono","Male",8,50,59,55,42,18,12,8,9,2,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Bono","Female",7,27,27,32,16,5,4,1,1,0,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Bono East","Male",2,18,26,30,28,11,6,5,4,3,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Bono East","Female",3,2,14,11,6,1,0,0,1,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Oti","Male",2,12,13,14,25,5,8,3,3,1,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Oti","Female",1,2,7,2,4,1,0,0,1,1,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Northern","Male",1,10,33,46,24,11,8,6,1,1,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Northern","Female",2,3,7,8,4,4,0,0,0,0,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Savannah","Male",1,4,18,17,10,8,3,2,1,1,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Savannah","Female",0,0,5,2,2,0,0,0,0,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","North East","Male",1,3,9,8,3,3,0,1,1,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","North East","Female",0,0,3,0,2,0,0,0,0,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Upper East","Male",7,18,22,43,40,25,10,9,4,2,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Upper East","Female",4,13,14,14,7,5,2,0,0,1,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Upper West","Male",3,11,31,52,32,20,3,2,2,2,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Rural","Upper West","Female",3,4,11,13,8,0,0,0,0,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Ghana","Male",346,2063,2491,2747,2083,1265,773,470,340,297,171
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Ghana","Female",346,1725,1812,1753,1163,576,259,180,157,149,71
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Western","Male",14,95,168,170,159,71,43,27,24,18,9
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Western","Female",36,213,133,117,76,27,5,17,5,6,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Central","Male",55,270,224,206,103,58,36,26,19,22,10
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Central","Female",25,169,137,99,50,32,20,6,7,8,6
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Greater Accra","Male",118,599,824,841,730,473,344,177,149,135,79
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Greater Accra","Female",128,585,719,703,493,292,139,83,78,65,35
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Volta","Male",3,28,61,76,68,52,37,22,13,17,9
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Volta","Female",9,32,52,49,46,20,7,8,13,3,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Eastern","Male",16,56,155,205,152,87,48,34,32,11,14
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Eastern","Female",14,48,113,128,77,33,22,11,16,10,5
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Ashanti","Male",95,589,535,545,362,204,105,86,49,46,25
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Ashanti","Female",101,392,343,332,228,88,39,29,24,23,12
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Western North","Male",2,17,42,53,39,17,11,4,3,4,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Western North","Female",3,14,24,19,8,3,1,0,0,3,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Ahafo","Male",5,17,56,68,47,29,14,12,5,5,3
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Ahafo","Female",0,11,25,39,18,3,2,1,2,1,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Bono","Male",6,107,121,132,88,52,28,15,9,8,2
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Bono","Female",3,76,90,66,47,20,6,5,3,6,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Bono East","Male",7,40,79,100,73,36,18,15,8,10,7
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Bono East","Female",1,23,51,43,32,5,5,5,3,11,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Oti","Male",3,12,13,20,15,12,4,2,1,1,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Oti","Female",0,3,7,2,4,2,0,1,0,1,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Northern","Male",12,138,133,181,127,98,50,31,22,11,4
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Northern","Female",18,111,82,86,47,32,8,5,3,4,1
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Savannah","Male",0,7,6,16,19,9,10,3,1,3,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Savannah","Female",0,5,1,5,2,1,1,0,0,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","North East","Male",0,1,11,13,12,5,4,3,0,0,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","North East","Female",0,0,4,6,2,1,0,0,1,1,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Upper East","Male",3,13,20,41,39,30,5,5,1,3,3
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Upper East","Female",4,10,7,24,17,6,2,5,1,3,0
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Upper West","Male",7,74,43,80,50,32,16,8,4,3,3
"Other financial transaction only","Tertiary - Bachelor's Degree","Urban","Upper West","Female",4,33,24,35,16,11,2,4,1,4,4
"Did not use mobile phone for financial transactions","Never attended","Rural","Ghana","Male",86048,85426,73382,80882,72807,71703,58420,53973,37126,37928,24166
"Did not use mobile phone for financial transactions","Never attended","Rural","Ghana","Female",82432,117870,117670,137293,126597,121329,94333,89537,63866,66700,44035
"Did not use mobile phone for financial transactions","Never attended","Rural","Western","Male",3793,5693,5870,6347,5565,4773,3791,3197,2139,2020,1267
"Did not use mobile phone for financial transactions","Never attended","Rural","Western","Female",3388,6165,7477,8306,8067,7126,6091,5895,4232,3966,2666
"Did not use mobile phone for financial transactions","Never attended","Rural","Central","Male",1990,2493,2661,2828,3120,2948,2921,2671,2204,2123,1526
"Did not use mobile phone for financial transactions","Never attended","Rural","Central","Female",1691,2994,3381,4340,5484,5689,6066,6692,5527,5866,4302
"Did not use mobile phone for financial transactions","Never attended","Rural","Greater Accra","Male",963,1097,875,951,818,879,750,694,505,588,389
"Did not use mobile phone for financial transactions","Never attended","Rural","Greater Accra","Female",774,1154,1318,1705,1857,1792,1594,1681,1292,1461,1044
"Did not use mobile phone for financial transactions","Never attended","Rural","Volta","Male",2068,2233,1984,2518,2511,2385,2120,2084,1576,1613,1185
"Did not use mobile phone for financial transactions","Never attended","Rural","Volta","Female",1817,2988,3353,4299,4677,5106,4924,5448,4336,4723,3633
"Did not use mobile phone for financial transactions","Never attended","Rural","Eastern","Male",3831,4328,3733,4292,4662,4410,3977,3496,2735,2724,1867
"Did not use mobile phone for financial transactions","Never attended","Rural","Eastern","Female",2659,4032,4641,6141,7255,7377,6881,7021,5849,6018,4228
"Did not use mobile phone for financial transactions","Never attended","Rural","Ashanti","Male",5092,6123,6487,7369,7563,6949,6214,5498,3793,3443,2215
"Did not use mobile phone for financial transactions","Never attended","Rural","Ashanti","Female",5115,8026,9756,11709,11928,10928,9389,9028,6650,6524,4429
"Did not use mobile phone for financial transactions","Never attended","Rural","Western North","Male",2649,3382,3445,4177,4422,4016,3197,2748,1817,1557,926
"Did not use mobile phone for financial transactions","Never attended","Rural","Western North","Female",2699,4478,5459,6622,6192,5380,4299,3662,2490,2187,1262
"Did not use mobile phone for financial transactions","Never attended","Rural","Ahafo","Male",811,1048,1048,1353,1487,1413,1280,1074,806,652,401
"Did not use mobile phone for financial transactions","Never attended","Rural","Ahafo","Female",784,1526,1762,2230,2314,2124,1664,1480,1024,899,634
"Did not use mobile phone for financial transactions","Never attended","Rural","Bono","Male",1925,2423,2318,2740,2728,2671,2214,2125,1486,1369,874
"Did not use mobile phone for financial transactions","Never attended","Rural","Bono","Female",1781,2892,3194,3859,4185,3942,3496,3304,2596,2385,1518
"Did not use mobile phone for financial transactions","Never attended","Rural","Bono East","Male",5384,5440,4318,5014,4551,4718,3747,3503,2403,2232,1405
"Did not use mobile phone for financial transactions","Never attended","Rural","Bono East","Female",4595,6493,6231,7683,7178,6921,5155,4356,2995,2766,1759
"Did not use mobile phone for financial transactions","Never attended","Rural","Oti","Male",4537,4114,3419,3664,3272,3352,2833,2505,1744,1613,1033
"Did not use mobile phone for financial transactions","Never attended","Rural","Oti","Female",4111,5578,5693,6919,6201,5641,4078,3508,2515,2400,1485
"Did not use mobile phone for financial transactions","Never attended","Rural","Northern","Male",21433,18565,14395,14729,11158,11903,8077,8000,4598,5568,3002
"Did not use mobile phone for financial transactions","Never attended","Rural","Northern","Female",22955,32493,29983,32493,24321,21747,12548,10566,5804,7021,3703
"Did not use mobile phone for financial transactions","Never attended","Rural","Savannah","Male",10547,9884,7296,7903,5576,5724,3817,3774,2203,2564,1433
"Did not use mobile phone for financial transactions","Never attended","Rural","Savannah","Female",10013,12419,10606,11551,8669,8375,5317,4614,2602,3121,1764
"Did not use mobile phone for financial transactions","Never attended","Rural","North East","Male",7263,6007,4477,4481,3661,3465,2738,2448,1576,1820,1066
"Did not use mobile phone for financial transactions","Never attended","Rural","North East","Female",8144,9879,8415,9235,7628,6763,4463,3842,2492,2715,1660
"Did not use mobile phone for financial transactions","Never attended","Rural","Upper East","Male",6952,6066,5486,6548,6235,6618,5874,5633,4062,4376,3123
"Did not use mobile phone for financial transactions","Never attended","Rural","Upper East","Female",5944,8118,8263,10055,10428,11458,9737,10046,7313,8029,5511
"Did not use mobile phone for financial transactions","Never attended","Rural","Upper West","Male",6810,6530,5570,5968,5478,5479,4870,4523,3479,3666,2454
"Did not use mobile phone for financial transactions","Never attended","Rural","Upper West","Female",5962,8635,8138,10146,10213,10960,8631,8394,6149,6619,4437
"Did not use mobile phone for financial transactions","Never attended","Urban","Ghana","Male",25474,31194,28644,30271,26598,25422,20755,18344,12557,13414,9039
"Did not use mobile phone for financial transactions","Never attended","Urban","Ghana","Female",32680,45880,48678,56613,53160,50277,42045,41066,31417,35579,25958
"Did not use mobile phone for financial transactions","Never attended","Urban","Western","Male",1358,2116,2166,2367,1975,1774,1469,1197,812,801,564
"Did not use mobile phone for financial transactions","Never attended","Urban","Western","Female",1419,2264,2582,3231,3299,3104,2888,2827,2210,2462,1824
"Did not use mobile phone for financial transactions","Never attended","Urban","Central","Male",1927,2236,2220,2481,2474,2390,2188,1926,1351,1424,1014
"Did not use mobile phone for financial transactions","Never attended","Urban","Central","Female",1868,2670,2977,3726,4302,4303,4107,4263,3418,3925,3085
"Did not use mobile phone for financial transactions","Never attended","Urban","Greater Accra","Male",3306,5534,5323,5330,4129,3724,2912,2352,1589,1676,1144
"Did not use mobile phone for financial transactions","Never attended","Urban","Greater Accra","Female",6290,7999,7883,8731,8280,7530,6408,6262,5010,5868,4455
"Did not use mobile phone for financial transactions","Never attended","Urban","Volta","Male",788,1061,1004,1196,1207,1093,854,783,553,551,395
"Did not use mobile phone for financial transactions","Never attended","Urban","Volta","Female",984,1578,1896,2373,2263,2165,1939,1938,1721,1867,1480
"Did not use mobile phone for financial transactions","Never attended","Urban","Eastern","Male",1185,1680,1644,1816,1792,1608,1448,1245,940,924,664
"Did not use mobile phone for financial transactions","Never attended","Urban","Eastern","Female",1279,1799,2130,2495,2736,2748,2731,2863,2481,2739,2164
"Did not use mobile phone for financial transactions","Never attended","Urban","Ashanti","Male",2832,4109,3934,3941,3470,3260,2624,2300,1594,1718,1117
"Did not use mobile phone for financial transactions","Never attended","Urban","Ashanti","Female",4376,5644,6030,6562,6618,6196,5514,5612,4406,4761,3708
"Did not use mobile phone for financial transactions","Never attended","Urban","Western North","Male",518,652,566,645,626,589,448,398,266,273,144
"Did not use mobile phone for financial transactions","Never attended","Urban","Western North","Female",669,908,976,1074,1078,971,870,900,634,674,427
"Did not use mobile phone for financial transactions","Never attended","Urban","Ahafo","Male",387,497,465,474,524,392,337,337,252,245,172
"Did not use mobile phone for financial transactions","Never attended","Urban","Ahafo","Female",389,649,639,775,825,702,688,669,563,536,399
"Did not use mobile phone for financial transactions","Never attended","Urban","Bono","Male",987,1240,1135,1133,1092,976,865,817,643,629,462
"Did not use mobile phone for financial transactions","Never attended","Urban","Bono","Female",1104,1506,1560,1845,1946,1955,1905,1970,1722,1811,1359
"Did not use mobile phone for financial transactions","Never attended","Urban","Bono East","Male",2100,2357,1997,2117,1951,1776,1568,1410,854,890,633
"Did not use mobile phone for financial transactions","Never attended","Urban","Bono East","Female",2500,3469,3430,3895,3628,3226,2616,2371,1779,1894,1232
"Did not use mobile phone for financial transactions","Never attended","Urban","Oti","Male",1379,1257,1135,1017,935,899,706,625,472,443,292
"Did not use mobile phone for financial transactions","Never attended","Urban","Oti","Female",1521,2033,2058,2300,1953,1701,1233,1119,872,825,573
"Did not use mobile phone for financial transactions","Never attended","Urban","Northern","Male",4321,4232,3544,4078,3282,3750,2805,2697,1674,2114,1283
"Did not use mobile phone for financial transactions","Never attended","Urban","Northern","Female",5489,8873,9915,11913,9670,9265,6086,5428,3243,4278,2560
"Did not use mobile phone for financial transactions","Never attended","Urban","Savannah","Male",1280,1387,1098,1104,871,908,593,501,355,378,259
"Did not use mobile phone for financial transactions","Never attended","Urban","Savannah","Female",1459,2035,1864,2055,1652,1438,1016,913,593,685,464
"Did not use mobile phone for financial transactions","Never attended","Urban","North East","Male",1815,1472,1142,1124,914,888,658,630,388,472,265
"Did not use mobile phone for financial transactions","Never attended","Urban","North East","Female",1931,2402,2350,2647,2150,1929,1307,1229,747,949,589
"Did not use mobile phone for financial transactions","Never attended","Urban","Upper East","Male",913,866,794,916,859,879,803,719,526,528,375
"Did not use mobile phone for financial transactions","Never attended","Urban","Upper East","Female",850,1228,1428,1790,1652,1828,1658,1651,1182,1366,980
"Did not use mobile phone for financial transactions","Never attended","Urban","Upper West","Male",378,498,477,532,497,516,477,407,288,348,256
"Did not use mobile phone for financial transactions","Never attended","Urban","Upper West","Female",552,823,960,1201,1108,1216,1079,1051,836,939,659
"Did not use mobile phone for financial transactions","Primary","Rural","Ghana","Male",38163,29085,20928,18262,17536,13486,11544,9479,6800,6002,3957
"Did not use mobile phone for financial transactions","Primary","Rural","Ghana","Female",34900,34479,27478,25131,23707,17958,14487,12028,8512,7979,5382
"Did not use mobile phone for financial transactions","Primary","Rural","Western","Male",2877,2502,1978,1748,1714,1240,1134,833,584,491,303
"Did not use mobile phone for financial transactions","Primary","Rural","Western","Female",2387,2887,2582,2451,2263,1682,1321,1049,685,620,353
"Did not use mobile phone for financial transactions","Primary","Rural","Central","Male",2294,1944,1510,1460,1590,1290,1200,1024,786,735,526
"Did not use mobile phone for financial transactions","Primary","Rural","Central","Female",2170,2395,2274,2264,2659,2202,1973,1686,1169,1106,726
"Did not use mobile phone for financial transactions","Primary","Rural","Greater Accra","Male",885,816,540,453,390,319,301,224,143,156,78
"Did not use mobile phone for financial transactions","Primary","Rural","Greater Accra","Female",954,1082,933,766,693,504,388,278,194,204,115
"Did not use mobile phone for financial transactions","Primary","Rural","Volta","Male",2346,2105,1716,1634,1737,1454,1311,1194,850,768,558
"Did not use mobile phone for financial transactions","Primary","Rural","Volta","Female",2367,2919,2650,2653,2661,2036,1737,1565,1110,1137,905
"Did not use mobile phone for financial transactions","Primary","Rural","Eastern","Male",3954,3453,2891,2684,3015,2260,2086,1726,1287,1176,778
"Did not use mobile phone for financial transactions","Primary","Rural","Eastern","Female",3634,3994,3600,3742,4101,3258,2860,2396,1791,1712,1167
"Did not use mobile phone for financial transactions","Primary","Rural","Ashanti","Male",5099,4193,3150,2887,2942,2253,1984,1643,1129,920,603
"Did not use mobile phone for financial transactions","Primary","Rural","Ashanti","Female",5082,5017,4266,4310,4315,3333,2740,2318,1773,1581,1001
"Did not use mobile phone for financial transactions","Primary","Rural","Western North","Male",1606,1206,930,978,937,687,582,487,355,291,164
"Did not use mobile phone for financial transactions","Primary","Rural","Western North","Female",1590,1574,1380,1343,1130,849,663,528,355,248,181
"Did not use mobile phone for financial transactions","Primary","Rural","Ahafo","Male",769,609,450,452,476,379,288,246,201,156,95
"Did not use mobile phone for financial transactions","Primary","Rural","Ahafo","Female",732,763,621,618,615,450,380,293,196,154,121
"Did not use mobile phone for financial transactions","Primary","Rural","Bono","Male",1448,1164,825,757,721,562,440,338,271,247,148
"Did not use mobile phone for financial transactions","Primary","Rural","Bono","Female",1340,1358,994,999,925,686,517,467,304,322,225
"Did not use mobile phone for financial transactions","Primary","Rural","Bono East","Male",2806,2027,1207,1060,925,709,505,390,271,222,158
"Did not use mobile phone for financial transactions","Primary","Rural","Bono East","Female",2457,2203,1534,1250,1011,689,459,372,247,250,144
"Did not use mobile phone for financial transactions","Primary","Rural","Oti","Male",1730,1378,1024,873,787,660,549,412,340,269,189
"Did not use mobile phone for financial transactions","Primary","Rural","Oti","Female",1781,1837,1347,1181,1012,784,555,416,288,261,181
"Did not use mobile phone for financial transactions","Primary","Rural","Northern","Male",2846,1835,1053,645,429,341,171,153,75,81,52
"Did not use mobile phone for financial transactions","Primary","Rural","Northern","Female",2549,2176,1186,724,372,237,91,55,38,22,12
"Did not use mobile phone for financial transactions","Primary","Rural","Savannah","Male",1296,929,482,336,219,148,114,110,55,54,37
"Did not use mobile phone for financial transactions","Primary","Rural","Savannah","Female",1377,1156,584,379,255,163,84,54,30,31,16
"Did not use mobile phone for financial transactions","Primary","Rural","North East","Male",1145,659,397,271,193,129,78,84,45,50,21
"Did not use mobile phone for financial transactions","Primary","Rural","North East","Female",1103,779,502,348,194,102,68,47,19,21,13
"Did not use mobile phone for financial transactions","Primary","Rural","Upper East","Male",4223,2504,1721,1310,983,706,589,424,257,233,152
"Did not use mobile phone for financial transactions","Primary","Rural","Upper East","Female",2958,2278,1598,1207,837,597,399,302,189,165,101
"Did not use mobile phone for financial transactions","Primary","Rural","Upper West","Male",2839,1761,1054,714,478,349,212,191,151,153,95
"Did not use mobile phone for financial transactions","Primary","Rural","Upper West","Female",2419,2061,1427,896,664,386,252,202,124,145,121
"Did not use mobile phone for financial transactions","Primary","Urban","Ghana","Male",18056,14639,10506,8804,8246,6448,5445,4030,2864,2447,1650
"Did not use mobile phone for financial transactions","Primary","Urban","Ghana","Female",20826,18174,15343,14346,13926,11007,9305,8194,6112,5824,3973
"Did not use mobile phone for financial transactions","Primary","Urban","Western","Male",1102,1038,854,687,626,490,406,295,226,168,101
"Did not use mobile phone for financial transactions","Primary","Urban","Western","Female",1029,1084,1130,1035,1038,840,731,626,395,407,269
"Did not use mobile phone for financial transactions","Primary","Urban","Central","Male",1968,1570,1146,960,917,758,664,576,433,361,240
"Did not use mobile phone for financial transactions","Primary","Urban","Central","Female",2051,1893,1656,1552,1612,1255,1189,1048,758,699,486
"Did not use mobile phone for financial transactions","Primary","Urban","Greater Accra","Male",3027,2785,2073,1798,1606,1294,1136,803,566,493,318
"Did not use mobile phone for financial transactions","Primary","Urban","Greater Accra","Female",4526,3694,3435,3399,3328,2757,2307,2111,1542,1460,1031
"Did not use mobile phone for financial transactions","Primary","Urban","Volta","Male",943,876,684,661,703,605,492,344,255,233,161
"Did not use mobile phone for financial transactions","Primary","Urban","Volta","Female",1087,1244,1163,1101,970,744,621,542,430,383,295
"Did not use mobile phone for financial transactions","Primary","Urban","Eastern","Male",1627,1380,1045,928,1054,785,695,557,366,356,246
"Did not use mobile phone for financial transactions","Primary","Urban","Eastern","Female",1775,1588,1437,1455,1553,1345,1183,1119,893,901,618
"Did not use mobile phone for financial transactions","Primary","Urban","Ashanti","Male",2867,2467,1851,1467,1313,1074,865,624,443,328,232
"Did not use mobile phone for financial transactions","Primary","Urban","Ashanti","Female",3409,3009,2485,2330,2534,2053,1803,1544,1176,1154,728
"Did not use mobile phone for financial transactions","Primary","Urban","Western North","Male",309,227,167,167,138,88,83,57,58,49,27
"Did not use mobile phone for financial transactions","Primary","Urban","Western North","Female",362,286,258,257,240,158,131,119,96,66,47
"Did not use mobile phone for financial transactions","Primary","Urban","Ahafo","Male",351,275,207,193,197,132,106,81,71,45,39
"Did not use mobile phone for financial transactions","Primary","Urban","Ahafo","Female",348,322,262,272,307,213,187,145,130,111,80
"Did not use mobile phone for financial transactions","Primary","Urban","Bono","Male",770,640,471,392,408,287,262,177,116,124,77
"Did not use mobile phone for financial transactions","Primary","Urban","Bono","Female",872,803,638,623,630,443,374,365,289,241,203
"Did not use mobile phone for financial transactions","Primary","Urban","Bono East","Male",1531,1049,668,497,413,321,240,166,110,76,71
"Did not use mobile phone for financial transactions","Primary","Urban","Bono East","Female",1732,1354,924,748,629,435,294,217,169,187,93
"Did not use mobile phone for financial transactions","Primary","Urban","Oti","Male",531,398,241,214,200,145,110,88,71,66,39
"Did not use mobile phone for financial transactions","Primary","Urban","Oti","Female",763,551,347,328,246,186,124,82,83,66,47
"Did not use mobile phone for financial transactions","Primary","Urban","Northern","Male",1669,1055,524,389,255,183,131,90,54,49,43
"Did not use mobile phone for financial transactions","Primary","Urban","Northern","Female",1510,1189,804,564,341,229,108,85,34,43,20
"Did not use mobile phone for financial transactions","Primary","Urban","Savannah","Male",263,171,101,79,49,39,22,21,8,22,6
"Did not use mobile phone for financial transactions","Primary","Urban","Savannah","Female",280,261,159,107,62,37,33,20,10,11,8
"Did not use mobile phone for financial transactions","Primary","Urban","North East","Male",321,175,103,88,55,39,27,23,11,6,9
"Did not use mobile phone for financial transactions","Primary","Urban","North East","Female",324,248,138,112,75,37,23,20,15,7,0
"Did not use mobile phone for financial transactions","Primary","Urban","Upper East","Male",512,350,265,219,233,150,149,105,47,51,29
"Did not use mobile phone for financial transactions","Primary","Urban","Upper East","Female",447,395,326,296,237,176,135,103,53,54,25
"Did not use mobile phone for financial transactions","Primary","Urban","Upper West","Male",265,183,106,65,79,58,57,23,29,20,12
"Did not use mobile phone for financial transactions","Primary","Urban","Upper West","Female",311,253,181,167,124,99,62,48,39,34,23
"Did not use mobile phone for financial transactions","Secondary","Rural","Ghana","Male",1028,1304,699,694,572,2099,4316,2389,2022,1662,2409
"Did not use mobile phone for financial transactions","Secondary","Rural","Ghana","Female",1194,968,482,348,245,1248,2544,660,604,588,1339
"Did not use mobile phone for financial transactions","Secondary","Rural","Western","Male",93,140,97,85,72,218,465,194,220,152,238
"Did not use mobile phone for financial transactions","Secondary","Rural","Western","Female",116,90,61,51,22,123,267,72,86,66,102
"Did not use mobile phone for financial transactions","Secondary","Rural","Central","Male",88,70,35,52,41,195,527,227,195,150,274
"Did not use mobile phone for financial transactions","Secondary","Rural","Central","Female",84,44,23,30,19,111,305,81,47,57,160
"Did not use mobile phone for financial transactions","Secondary","Rural","Greater Accra","Male",27,51,21,20,20,62,64,66,62,48,74
"Did not use mobile phone for financial transactions","Secondary","Rural","Greater Accra","Female",39,48,17,21,20,45,64,36,43,34,60
"Did not use mobile phone for financial transactions","Secondary","Rural","Volta","Male",53,70,50,33,51,192,369,273,207,153,248
"Did not use mobile phone for financial transactions","Secondary","Rural","Volta","Female",91,59,29,26,20,131,254,74,64,58,132
"Did not use mobile phone for financial transactions","Secondary","Rural","Eastern","Male",74,69,42,56,53,340,751,304,259,266,377
"Did not use mobile phone for financial transactions","Secondary","Rural","Eastern","Female",67,50,32,23,20,201,478,90,100,95,247
"Did not use mobile phone for financial transactions","Secondary","Rural","Ashanti","Male",152,152,96,115,84,454,933,469,357,334,434
"Did not use mobile phone for financial transactions","Secondary","Rural","Ashanti","Female",179,103,56,55,44,311,615,127,125,141,316
